ID_Denuncia,FechaDenuncia,HoraDenuncia,TipoRobo,ZonaHecho,NombreDenunciante,EdadDenunciante,GeneroDenunciante,DescripcionHecho,MedioPrueba,UnidadInvestigacion,EstadoCaso,SospechosoIdentificado,MontoEstimadoPerdido,ReincidenciaZona
FELCC-02400,2025-05-07,10:23:47,Robo domiciliario,El Alto 1ra,Ramiro Acuña Trillo,31,Femenino,"Voluptatem qui nobis quisquam assumenda nesciunt laborum. Perspiciatis animi ullam beatae ducimus voluptatibus molestias.
Officiis neque consequuntur enim vitae est.",Cámara de seguridad,Unidad de Robo de Vehículos,Sin pistas,Sí,13915,Media
FELCC-02401,2025-05-07,21:23:08,Robo a comercio,Centro La Paz,Olegario Canet,23,Masculino,"Similique magnam laboriosam in voluptate id voluptate. Totam ea reiciendis modi saepe.
Incidunt fugit numquam suscipit aliquid aut ratione.",Reconocimiento visual,Unidad de Robo de Vehículos,Sin pistas,Sí,18772,Media
FELCC-02402,2025-05-07,21:39:22,Robo a comercio,Miraflores,Lalo Benavides-Huerta,69,Femenino,"Magni explicabo repudiandae inventore. Omnis quos amet id provident culpa. Nesciunt pariatur voluptates voluptatem.
Sed aspernatur non iusto.",Ninguno,División Cibercrimen,En investigación,No,28424,Baja
FELCC-02403,2025-05-07,20:58:45,Robo a comercio,Centro La Paz,Nélida Gelabert Fábregas,61,Masculino,Officia commodi odit non explicabo nihil. Illum possimus voluptas qui saepe. Cupiditate temporibus ipsa doloribus delectus aliquid dolorum itaque.,Reconocimiento visual,División Cibercrimen,Derivado a fiscalía,Sí,49965,Baja
FELCC-02404,2025-05-07,04:50:18,Robo domiciliario,Zona Sur,Leonor de Castellanos,32,Femenino,Maiores iste sit omnis laudantium incidunt minus. Eos adipisci error sapiente blanditiis expedita nisi labore. Sunt aliquid sunt laudantium ullam ut.,Huella digital,División Cibercrimen,Derivado a fiscalía,Sí,49671,Baja
FELCC-02405,2025-05-07,04:46:23,Robo a comercio,Centro La Paz,Ale Haro Chacón,56,Masculino,"Quos voluptas corrupti error. Placeat omnis recusandae.
Cumque necessitatibus explicabo. Totam asperiores impedit.",Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Con detenido,No,38075,Alta
FELCC-02406,2025-05-07,09:40:29,Robo a comercio,El Alto 1ra,Alberto Sanmiguel Barroso,55,Femenino,Dolorum tempora illum excepturi impedit minima cupiditate non. Temporibus sit earum asperiores quaerat alias.,Ninguno,Unidad de Delitos Contra la Propiedad,En investigación,No,14021,Baja
FELCC-02407,2025-05-07,19:38:14,Robo a mano armada,Villa El Carmen,Aroa Bravo-Jaume,54,Masculino,"Odit quos corporis voluptates quia ipsam. Ut iste sapiente atque voluptas.
Iusto occaecati aut.
Vel doloremque quis. Quos libero eaque in delectus.",Huella digital,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,4084,Media
FELCC-02408,2025-05-07,15:08:28,Robo en vía pública,Centro La Paz,Susana Burgos-Cárdenas,45,Masculino,Facilis vitae unde vel. Veritatis autem asperiores doloribus rem. Eveniet inventore quod quas quibusdam doloribus. Non magnam minus dignissimos natus.,Huella digital,Unidad de Delitos Contra la Propiedad,En investigación,No,23879,Baja
FELCC-02409,2025-05-07,23:55:05,Robo a mano armada,Miraflores,Hilda Luna Canales Exposito,48,Femenino,Qui quo earum quasi nesciunt explicabo vero. Quo facere nostrum sequi odit itaque quaerat. Perferendis possimus sint cum.,Testigos,Unidad de Robo de Vehículos,Cerrado,Sí,19347,Baja
FELCC-02410,2025-05-07,06:25:41,Robo a comercio,El Alto 1ra,Graciana Tudela Gonzalo,33,Masculino,"Fugiat quasi illo exercitationem eveniet dolore possimus.
Temporibus neque facilis. Corporis quos nihil veniam quisquam. Ullam laudantium eveniet vitae hic similique.",Ninguno,Unidad de Delitos Contra la Propiedad,Con detenido,No,49085,Alta
FELCC-02411,2025-05-07,13:12:01,Robo a mano armada,Sopocachi,Concha Benavente Roma,72,Femenino,"Adipisci vitae dolore libero fugiat laborum.
Sunt velit voluptate dicta. Iste facilis qui a. Blanditiis voluptatibus nam dignissimos.",Huella digital,División Cibercrimen,Derivado a fiscalía,Sí,15022,Baja
FELCC-02412,2025-05-07,01:18:39,Robo a mano armada,El Alto 1ra,Fausto Castrillo Peña,59,Masculino,"Molestiae provident odio porro. Dolores odio doloribus nesciunt. Iure quae sint odio.
Reiciendis temporibus pariatur. Dolorem incidunt amet minima veritatis itaque illum.",Ninguno,División Cibercrimen,Con detenido,No,34169,Media
FELCC-02413,2025-05-07,19:07:18,Robo domiciliario,Villa El Carmen,Anunciación Ropero Llorente,53,Masculino,"A vel delectus unde exercitationem placeat rem. Quisquam a aut earum sequi.
Nam debitis nemo nobis. Ipsam dolore unde modi odit voluptate.",Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,1476,Baja
FELCC-02414,2025-05-07,15:07:09,Robo a mano armada,El Alto 1ra,Julieta Nieto Espejo,18,Masculino,"Aliquid officiis dolorum velit facilis soluta. Est non officia laborum.
Veniam delectus eum at neque pariatur soluta sunt. Unde sunt dolores dolorum.",Ninguno,Unidad de Delitos Contra la Propiedad,Cerrado,No,35727,Alta
FELCC-02415,2025-05-07,03:24:58,Robo de vehículo,Sopocachi,Celia Mulet Ribas,36,Femenino,"Reiciendis rerum commodi voluptatum at repellat dicta. Veritatis quasi beatae.
Eius fugiat esse.",Ninguno,Unidad de Robo de Vehículos,Sin pistas,Sí,38796,Baja
FELCC-02416,2025-05-07,00:11:47,Robo domiciliario,Sopocachi,Paulino Salas Romeu,20,Femenino,Doloribus perspiciatis perspiciatis repellat. Unde similique aliquid nesciunt pariatur.,Reconocimiento visual,Unidad de Robo de Vehículos,En investigación,No,41419,Alta
FELCC-02417,2025-05-07,11:47:19,Robo a comercio,Centro La Paz,Jose Carlos de Ariño,48,Masculino,"Tempora maiores cupiditate aperiam minus. Quas provident suscipit iusto.
In nihil eaque impedit quibusdam blanditiis fugit. Ratione ducimus unde quasi velit vel qui facere.",Cámara de seguridad,Unidad de Robo de Vehículos,Sin pistas,Sí,43568,Baja
FELCC-02418,2025-05-07,19:42:34,Robo a comercio,Miraflores,Octavio Eric Leon Casanovas,58,Masculino,Suscipit nulla sapiente at. Earum nesciunt fuga nostrum ex qui soluta. Dolorem excepturi aperiam itaque ad temporibus.,Reconocimiento visual,División Cibercrimen,Cerrado,Sí,1720,Alta
FELCC-02419,2025-05-07,02:52:23,Robo en vía pública,Zona Sur,Mateo del Antón,60,Masculino,Ut nostrum dignissimos deleniti doloribus sint. Dicta ea possimus ducimus.,Ninguno,Unidad de Robo de Vehículos,Sin pistas,No,33638,Baja
FELCC-02420,2025-05-07,18:05:25,Robo domiciliario,Centro La Paz,Amando Guerrero Noguera,71,Masculino,"A amet repellendus tempora quae eligendi exercitationem numquam. Amet rem sit quae maiores.
Tempora fuga dolorum vitae itaque. Amet nam similique quaerat.",Ninguno,Unidad de Robo de Vehículos,Derivado a fiscalía,No,24906,Media
FELCC-02421,2025-05-07,12:33:36,Robo domiciliario,Villa El Carmen,Raquel Ruano,21,Masculino,Consequatur cum illo voluptates repudiandae similique dolores.,Huella digital,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,1957,Baja
FELCC-02422,2025-05-07,20:39:53,Robo de vehículo,El Alto 1ra,Maristela Pinedo Gracia,36,Femenino,Error quia odio quos provident veritatis. Libero sit dicta nesciunt dolore nobis esse. Ullam qui alias totam voluptate illum nulla.,Huella digital,Unidad de Delitos Contra la Propiedad,En investigación,Sí,47617,Baja
FELCC-02423,2025-05-07,17:41:58,Robo domiciliario,Villa El Carmen,Severino Marqués Ródenas,55,Masculino,Accusamus unde minima deserunt atque exercitationem quod. Eligendi vitae exercitationem iure aspernatur corrupti iure totam.,Testigos,Unidad de Robo de Vehículos,Con detenido,Sí,12282,Alta
FELCC-02424,2025-05-07,03:01:06,Robo domiciliario,Villa El Carmen,Ruperta Cáceres Roselló,70,Femenino,"Minima dolore sit assumenda reprehenderit voluptates esse. Maxime veniam doloribus quaerat.
Quos cupiditate at fugiat maxime. Officia excepturi sequi voluptatem.",Ninguno,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,26332,Alta
FELCC-02425,2025-05-07,16:43:10,Robo de vehículo,Zona Sur,Roldán Sebastián Alberdi,45,Femenino,"Aliquid aliquam expedita hic asperiores.
Adipisci illum eligendi impedit quibusdam odio accusantium.",Testigos,División Cibercrimen,Con detenido,Sí,19179,Media
FELCC-02426,2025-05-07,08:19:39,Robo domiciliario,Villa El Carmen,Calista Valencia Cerdá,24,Masculino,Commodi accusamus quas aperiam. Ullam deserunt voluptas.,Cámara de seguridad,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,4474,Media
FELCC-02427,2025-05-07,04:00:38,Robo a mano armada,Sopocachi,Mar Huertas Jiménez,37,Femenino,Facere soluta eum consequuntur quia tempora necessitatibus. Tenetur numquam omnis voluptate.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Con detenido,No,21018,Media
FELCC-02428,2025-05-07,05:51:33,Robo en vía pública,Zona Sur,Quique Miguel Iglesia,52,Femenino,Cum ipsa enim nobis eveniet. Dolore tempora eligendi dignissimos hic eveniet. Enim nam voluptates dicta.,Ninguno,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,25059,Media
FELCC-02429,2025-05-07,14:31:00,Robo de vehículo,El Alto 1ra,Noemí de Reyes,23,Femenino,Dolores minima blanditiis et tempore. Saepe facilis atque corrupti asperiores corporis accusamus quo. Quas rerum odit.,Cámara de seguridad,Unidad de Robo de Vehículos,En investigación,Sí,19891,Alta
FELCC-02430,2025-05-07,16:54:20,Robo a comercio,Zona Sur,Melchor Esteban-Calatayud,73,Masculino,Odit earum iure voluptatem perspiciatis adipisci odit amet. Fuga culpa vel dolorem adipisci esse ut vitae.,Ninguno,División Cibercrimen,Cerrado,No,3228,Alta
FELCC-02431,2025-05-07,03:47:49,Robo a comercio,Villa El Carmen,Urbano Ferrándiz Poza,29,Femenino,Soluta amet impedit. Nisi placeat est accusamus harum laboriosam ea. Nulla laboriosam molestiae molestiae vel.,Ninguno,División Cibercrimen,Sin pistas,No,23194,Media
FELCC-02432,2025-05-07,07:14:15,Robo de vehículo,Centro La Paz,Jaime Leocadio Lago Beltrán,57,Masculino,"Nisi harum id possimus velit id. Fuga veritatis fuga maxime sunt praesentium iure. Praesentium ducimus tempore.
Minus nisi alias nulla temporibus provident atque.",Testigos,División Cibercrimen,Sin pistas,Sí,43754,Alta
FELCC-02433,2025-05-07,15:52:56,Robo a comercio,El Alto 1ra,Sol de Montserrat,20,Masculino,"Minima consectetur fuga quaerat distinctio. Dolore ipsam illum.
Excepturi suscipit eveniet dignissimos. Corporis placeat iste asperiores voluptate consectetur natus.",Cámara de seguridad,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,40945,Baja
FELCC-02434,2025-05-07,05:48:52,Robo en vía pública,Sopocachi,Aureliano de Valdés,54,Femenino,"Porro blanditiis laboriosam maxime harum sed rerum. Voluptatum delectus dicta quis magnam debitis.
Corrupti autem nihil magnam sapiente autem facilis. Adipisci ut minus quas.",Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,26066,Baja
FELCC-02435,2025-05-07,01:03:21,Robo a comercio,Centro La Paz,Cecilia Ávila Cañellas,24,Femenino,Maiores nam saepe expedita dolorum numquam tempore. Nemo est iure omnis. Quisquam esse laudantium sequi. Sit ab optio dolores quod placeat totam.,Ninguno,Unidad de Delitos Contra la Propiedad,Sin pistas,No,39670,Media
FELCC-02436,2025-05-07,19:51:29,Robo en vía pública,Zona Sur,Raimundo del Pagès,68,Masculino,"Cumque deserunt asperiores magnam quam iure cupiditate.
Quisquam nisi pariatur ex non provident.",Ninguno,Unidad de Delitos Contra la Propiedad,Sin pistas,No,35857,Media
FELCC-02437,2025-05-07,08:18:32,Robo a mano armada,Villa El Carmen,Joel Bernabé Abellán Godoy,44,Femenino,Amet velit perferendis quia repellendus ut. Expedita animi perferendis quod quo. Culpa ratione maiores fugiat consectetur earum doloremque repudiandae. Vero deserunt cum ipsa.,Testigos,Unidad de Robo de Vehículos,Sin pistas,No,31877,Alta
FELCC-02438,2025-05-07,20:58:23,Robo en vía pública,Sopocachi,Odalys Boix Suárez,43,Masculino,Numquam amet consequatur maxime iure hic non accusantium. In est nesciunt voluptatibus.,Huella digital,División Cibercrimen,Con detenido,Sí,41741,Media
FELCC-02439,2025-05-07,04:14:04,Robo de vehículo,El Alto 1ra,José María Quirino Mayoral Castellanos,36,Femenino,Eum optio molestias dolores asperiores repudiandae necessitatibus. Nesciunt earum facilis eum sit. Magni ipsum autem vero minus vel molestiae.,Huella digital,Unidad de Delitos Contra la Propiedad,Sin pistas,No,6127,Alta
FELCC-02440,2025-05-07,18:38:42,Robo domiciliario,Villa El Carmen,Diana Fabiola Antón Alsina,54,Masculino,Tempora nobis nulla deserunt voluptatibus. Nesciunt facilis unde impedit. Deleniti quisquam perferendis labore pariatur.,Ninguno,División Cibercrimen,Con detenido,Sí,16721,Alta
FELCC-02441,2025-05-07,02:37:47,Robo en vía pública,Sopocachi,Rocío de Poza,45,Femenino,Dolorum quisquam veritatis. Architecto quos commodi iure quos.,Cámara de seguridad,División Cibercrimen,Derivado a fiscalía,Sí,1588,Media
FELCC-02442,2025-05-07,03:56:19,Robo en vía pública,Zona Sur,Rosa María Hernando Lillo,22,Femenino,Culpa quod at beatae deleniti illo illo error. Dicta nostrum reprehenderit ipsam repellat. Officia dignissimos ullam molestiae saepe fugiat facilis.,Ninguno,Unidad de Robo de Vehículos,Sin pistas,Sí,1256,Alta
FELCC-02443,2025-05-07,07:17:29,Robo a mano armada,Zona Sur,Xiomara Garmendia-Briones,32,Femenino,Porro impedit assumenda voluptates. Expedita iure voluptatem quasi earum placeat ad. Explicabo quam quos odit nemo reprehenderit eveniet.,Ninguno,Unidad de Robo de Vehículos,Cerrado,No,46703,Baja
FELCC-02444,2025-05-07,09:28:14,Robo en vía pública,Villa El Carmen,Benigno Miguel Tejera Pedrosa,51,Femenino,Id corrupti aperiam velit. Excepturi architecto aperiam ut distinctio. Soluta ipsam quia magnam.,Testigos,Unidad de Robo de Vehículos,Cerrado,Sí,847,Baja
FELCC-02445,2025-05-07,05:30:59,Robo a comercio,Centro La Paz,Juanita Maite Vélez Valera,30,Masculino,Autem corrupti reprehenderit inventore accusamus. Non tempora quasi cumque a officiis quibusdam.,Huella digital,Unidad de Delitos Contra la Propiedad,En investigación,Sí,37084,Alta
FELCC-02446,2025-05-07,13:47:52,Robo a mano armada,Miraflores,Ramiro Valderrama Arnaiz,45,Femenino,Laboriosam nihil beatae labore delectus. Repellendus explicabo minima dolores laudantium libero placeat voluptatibus. Qui culpa quod.,Testigos,Unidad de Robo de Vehículos,Sin pistas,Sí,806,Alta
FELCC-02447,2025-05-07,12:12:08,Robo a comercio,Zona Sur,Adora Clarisa Machado Sarmiento,28,Femenino,Mollitia tempora deserunt soluta quos expedita. Reiciendis non nobis quisquam asperiores tempore aut commodi. Minima ratione perferendis animi.,Reconocimiento visual,División Cibercrimen,Cerrado,No,3515,Baja
FELCC-02448,2025-05-07,01:03:31,Robo a comercio,Zona Sur,Luna Anaya Coello,73,Masculino,Sunt omnis voluptatibus consequatur laudantium eum. Iste modi quas provident nostrum iusto. Sunt neque beatae praesentium illo doloribus consequatur.,Huella digital,Unidad de Robo de Vehículos,En investigación,No,26967,Baja
FELCC-02449,2025-05-07,17:04:13,Robo domiciliario,El Alto 1ra,Pepita Conde Simó,45,Masculino,Non incidunt nesciunt et ab maiores asperiores iure.,Huella digital,Unidad de Delitos Contra la Propiedad,Con detenido,No,46691,Alta
FELCC-02450,2025-05-07,15:23:15,Robo en vía pública,Villa El Carmen,Bonifacio Baquero Carmona,64,Masculino,Numquam earum quo tempora nemo veritatis ipsum fugit. Quasi officiis esse illo itaque pariatur.,Reconocimiento visual,Unidad de Robo de Vehículos,Sin pistas,Sí,36841,Baja
FELCC-02451,2025-05-07,01:01:17,Robo en vía pública,Sopocachi,Noelia María Teresa Baños Tejada,74,Femenino,Sint quis exercitationem quia nulla deleniti. Modi exercitationem ducimus. Dolores atque aut harum occaecati iste veritatis maxime.,Ninguno,División Cibercrimen,En investigación,No,30329,Alta
FELCC-02452,2025-05-07,11:49:46,Robo en vía pública,Zona Sur,Alejandro Puga Nadal,61,Femenino,"Asperiores eligendi aliquam corrupti.
Ad asperiores dolores aut eveniet. Temporibus numquam quas reprehenderit dolorem.",Testigos,Unidad de Delitos Contra la Propiedad,Sin pistas,No,27307,Alta
FELCC-02453,2025-05-07,04:01:13,Robo a comercio,Sopocachi,Eliseo Pazos Prats,58,Masculino,Voluptatum similique corporis accusamus dolores dolore. At sed dolor inventore aspernatur et dolor. Voluptas fuga harum quos eligendi.,Ninguno,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,44223,Baja
FELCC-02454,2025-05-07,02:33:22,Robo domiciliario,Sopocachi,Sosimo Girona Téllez,65,Masculino,Quae aliquid tempore maiores occaecati rerum adipisci. Occaecati vitae rerum rerum. Voluptatum recusandae perspiciatis maiores quia blanditiis nobis.,Ninguno,Unidad de Robo de Vehículos,Sin pistas,Sí,49939,Baja
FELCC-02455,2025-05-07,02:05:09,Robo a comercio,Villa El Carmen,Aarón Torre Marco,36,Masculino,"Vel facilis deserunt maxime ad. Inventore autem reprehenderit dolorem perferendis.
Deleniti quas vel ea. Earum saepe quo rem. Minima vitae eum doloribus assumenda eos.",Ninguno,Unidad de Delitos Contra la Propiedad,Con detenido,No,16960,Baja
FELCC-02456,2025-05-07,06:38:25,Robo en vía pública,Sopocachi,Dani Tomé-Becerra,64,Femenino,Corporis omnis accusantium laboriosam laudantium molestiae. Inventore voluptate omnis magnam at. Ipsa quia ducimus dolorem rerum.,Ninguno,División Cibercrimen,Derivado a fiscalía,No,34795,Alta
FELCC-02457,2025-05-07,13:15:09,Robo domiciliario,Villa El Carmen,Cándida Moya Castells,69,Femenino,"Id aliquam dolorum reiciendis quidem. Suscipit omnis esse provident.
Inventore suscipit dolorem libero saepe aut quas. Unde ipsam at aliquid.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,En investigación,No,7075,Alta
FELCC-02458,2025-05-07,22:11:11,Robo a mano armada,Miraflores,Jordán Ortiz Rosales,51,Femenino,Sunt est labore blanditiis deserunt. Maiores modi tempora quas iusto esse voluptatem. Assumenda minus excepturi fugiat possimus.,Testigos,División Cibercrimen,En investigación,No,44229,Baja
FELCC-02459,2025-05-07,12:21:11,Robo de vehículo,Villa El Carmen,Adelardo Lucas Aragón Guerra,68,Masculino,"Vel omnis fugiat expedita a eligendi neque autem.
Consectetur doloribus reprehenderit dolores. Corporis fugit veniam optio voluptatem quas. Vel maiores cupiditate autem.",Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Con detenido,No,18471,Baja
FELCC-02460,2025-05-07,17:03:54,Robo de vehículo,Sopocachi,Saturnino Almansa Campillo,47,Masculino,Officia aspernatur at corporis. Odio rerum corrupti. Quos ad magnam nam.,Reconocimiento visual,Unidad de Robo de Vehículos,Con detenido,No,48128,Baja
FELCC-02461,2025-05-07,07:09:43,Robo domiciliario,Villa El Carmen,Flavia Lloret Montero,70,Masculino,Alias repudiandae a. Inventore aspernatur accusantium similique. Laudantium asperiores id doloribus.,Cámara de seguridad,División Cibercrimen,En investigación,No,43531,Alta
FELCC-02462,2025-05-07,22:37:48,Robo a comercio,Villa El Carmen,Cristian Mendez Ruano,37,Masculino,Vel magnam aspernatur quasi sunt rem officia. Praesentium ratione et earum voluptas minima provident. Culpa non incidunt ipsam.,Ninguno,Unidad de Robo de Vehículos,Con detenido,Sí,27321,Alta
FELCC-02463,2025-05-07,21:28:12,Robo a comercio,Zona Sur,Matías Belmonte Salmerón,37,Masculino,Adipisci enim occaecati eos totam sit odit voluptate. Ipsam earum aliquid architecto. Soluta molestiae corrupti adipisci incidunt sequi velit voluptates.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,En investigación,No,20641,Media
FELCC-02464,2025-05-07,20:43:38,Robo a mano armada,Zona Sur,Duilio Márquez Novoa,37,Femenino,Rem iure aut. Sed explicabo hic veniam doloremque. Asperiores error tenetur laborum.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,11596,Baja
FELCC-02465,2025-05-07,14:03:48,Robo a mano armada,Villa El Carmen,Leandra Pomares Luján,68,Masculino,Sunt architecto iste exercitationem delectus ipsum repudiandae provident. Ut soluta voluptatum rerum ipsa officia rerum eaque. Voluptas sequi quibusdam eius.,Reconocimiento visual,Unidad de Robo de Vehículos,En investigación,Sí,33717,Baja
FELCC-02466,2025-05-07,08:13:49,Robo de vehículo,El Alto 1ra,Nydia Agullo,32,Femenino,Provident dolor totam. Expedita doloremque dolor enim illum perspiciatis itaque. Nemo excepturi ipsa nam similique nihil.,Reconocimiento visual,División Cibercrimen,En investigación,No,15644,Alta
FELCC-02467,2025-05-07,11:11:58,Robo en vía pública,Miraflores,Rico Serra-Blanes,28,Masculino,Dignissimos fuga rem vel neque. Doloremque nisi maxime magni perferendis. Minima numquam quo magni rem consequuntur.,Ninguno,Unidad de Robo de Vehículos,En investigación,Sí,44082,Media
FELCC-02468,2025-05-07,20:06:29,Robo en vía pública,Villa El Carmen,Felix Oliva Fábregas,73,Masculino,"Sit molestias in quia aut ullam. Repellendus voluptates sit numquam.
Perferendis assumenda vel eos. Aperiam tenetur illum nisi pariatur consequuntur.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,19138,Media
FELCC-02469,2025-05-07,21:26:37,Robo a mano armada,Miraflores,Leandra Llorente,35,Femenino,Excepturi temporibus culpa impedit sed. Voluptas voluptate quasi id labore eligendi. Beatae eveniet officiis distinctio quam maiores fugiat.,Reconocimiento visual,División Cibercrimen,En investigación,Sí,29303,Alta
FELCC-02470,2025-05-07,14:34:48,Robo de vehículo,Sopocachi,Cándido Manso Estévez,71,Femenino,"Autem in asperiores magnam quis nihil. Eius totam quis necessitatibus quibusdam.
Totam quaerat asperiores fugit vero possimus vero fuga.",Cámara de seguridad,División Cibercrimen,Cerrado,Sí,7074,Baja
FELCC-02471,2025-05-07,05:51:12,Robo de vehículo,El Alto 1ra,Olivia Murillo Figueras,53,Masculino,Explicabo dicta harum id nihil. Totam rerum adipisci aliquid sint quaerat dolores. Dicta cupiditate molestias earum inventore eius esse.,Cámara de seguridad,Unidad de Robo de Vehículos,Con detenido,No,10377,Alta
FELCC-02472,2025-05-07,18:42:14,Robo en vía pública,Zona Sur,Angélica Bravo Ibarra,47,Femenino,"Consectetur quas officiis explicabo expedita. Ipsum earum soluta pariatur dolores unde.
Minus aut cum non. Voluptas maxime veritatis.",Testigos,División Cibercrimen,Sin pistas,No,299,Baja
FELCC-02473,2025-05-07,19:30:14,Robo domiciliario,Sopocachi,Alondra Serna Morillo,69,Femenino,Molestias quisquam tempora impedit. Asperiores consequatur ad quo veniam. Recusandae ut maxime facilis excepturi repellendus maxime ullam.,Huella digital,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,46052,Alta
FELCC-02474,2025-05-07,15:51:36,Robo a mano armada,Villa El Carmen,Eufemia Viana Barrera,30,Masculino,"Ipsum ipsa tempore aliquid pariatur. Officia laborum consequatur modi blanditiis.
Eos odit nostrum accusamus amet beatae. Odio incidunt alias nisi consectetur.",Reconocimiento visual,División Cibercrimen,Sin pistas,Sí,30993,Alta
FELCC-02475,2025-05-07,02:02:06,Robo domiciliario,El Alto 1ra,Ricarda Huertas Río,22,Masculino,"Illo facere ad amet modi magni eligendi. Error qui excepturi cum dolore in.
Voluptatem eaque ratione odio. Magni nihil aperiam perferendis.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Con detenido,No,4185,Media
FELCC-02476,2025-05-07,10:45:38,Robo domiciliario,Centro La Paz,Alexandra Varela Herranz,52,Femenino,Nesciunt iusto aliquam hic dolore aspernatur explicabo. Soluta optio quasi animi nisi ea delectus. Nemo ad consequatur qui perferendis commodi expedita error.,Huella digital,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,12216,Media
FELCC-02477,2025-05-07,14:08:22,Robo en vía pública,Sopocachi,Tomás Acevedo Sanjuan,50,Femenino,"Rerum iste rem iste deserunt.
Aspernatur corporis beatae culpa cumque ipsum. Molestias quam recusandae. Nostrum in illo cumque.",Ninguno,Unidad de Robo de Vehículos,Sin pistas,No,28839,Baja
FELCC-02478,2025-05-07,01:19:41,Robo a comercio,Zona Sur,Guadalupe Martina Corbacho Ferrán,26,Femenino,"Velit magnam molestiae eveniet perspiciatis delectus esse.
Voluptates consequuntur doloremque facilis. Quos magni dolorem accusamus sed beatae debitis consectetur.",Reconocimiento visual,División Cibercrimen,Cerrado,Sí,971,Media
FELCC-02479,2025-05-07,02:20:17,Robo a comercio,Centro La Paz,Ariel Cerezo,35,Masculino,"Aspernatur natus pariatur. Vero cupiditate eveniet optio expedita nihil.
Incidunt culpa nisi blanditiis unde. Placeat provident itaque reiciendis.",Huella digital,División Cibercrimen,Sin pistas,No,12258,Baja
FELCC-02480,2025-05-07,14:26:08,Robo domiciliario,Centro La Paz,Mónica Marcos,26,Masculino,Omnis fugit quibusdam deleniti. Culpa qui quae cum. Culpa blanditiis officia autem.,Testigos,Unidad de Robo de Vehículos,Cerrado,No,2868,Alta
FELCC-02481,2025-05-07,20:59:44,Robo en vía pública,Zona Sur,Samuel Castro Riera,46,Femenino,Officia incidunt corporis corporis autem porro nemo. Qui fuga saepe possimus saepe ipsa quasi nemo.,Ninguno,Unidad de Robo de Vehículos,Cerrado,No,5371,Baja
FELCC-02482,2025-05-07,10:26:22,Robo a comercio,Centro La Paz,Obdulia Benet Godoy,19,Femenino,Voluptatum dolor minus accusamus nulla vero. Dolores et neque magnam dolores explicabo.,Ninguno,Unidad de Robo de Vehículos,Con detenido,Sí,6614,Alta
FELCC-02483,2025-05-07,23:39:47,Robo a comercio,Zona Sur,Nazaret Mata Marin,40,Masculino,Optio exercitationem quisquam impedit dicta ex eveniet. Dicta corrupti occaecati facere. Ipsa quia ab deleniti repudiandae neque voluptate.,Testigos,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,35517,Alta
FELCC-02484,2025-05-07,00:46:13,Robo a mano armada,El Alto 1ra,Viviana Pastor Barba,38,Masculino,Unde praesentium maiores nemo ut nisi. Provident quod provident ex ut. Praesentium reiciendis alias.,Huella digital,División Cibercrimen,Cerrado,Sí,3274,Baja
FELCC-02485,2025-05-07,10:58:41,Robo de vehículo,Zona Sur,Prudencio Lobato Gallart,60,Masculino,"At cum nesciunt quae voluptas placeat dicta.
Labore tempore reprehenderit. Facere magni ipsum eius. Nesciunt odio officiis expedita repellat nam iure explicabo.",Reconocimiento visual,Unidad de Robo de Vehículos,En investigación,No,7654,Media
FELCC-02486,2025-05-07,22:13:14,Robo en vía pública,Sopocachi,Purificación Dueñas Cal,51,Femenino,Reprehenderit quibusdam officia voluptates.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,34508,Baja
FELCC-02487,2025-05-07,14:14:24,Robo a comercio,El Alto 1ra,Hugo Gálvez Colom,20,Femenino,Officiis quae ipsum. Repellat architecto sapiente tenetur. Voluptatum aperiam adipisci amet itaque.,Huella digital,Unidad de Robo de Vehículos,Con detenido,Sí,20032,Media
FELCC-02488,2025-05-07,15:12:14,Robo a comercio,Villa El Carmen,Fermín de Martín,32,Masculino,Quasi ipsum tempora unde optio nisi dicta animi. Ducimus atque facere beatae.,Ninguno,División Cibercrimen,Con detenido,Sí,21717,Baja
